"TIENDA_ID","PLAZA_CVE","NIVELSOCIOECONOMICO_DES","ENTORNO_DES","MTS2VENTAS_NUM","PUERTASREFRIG_NUM","CAJONESESTACIONAMIENTO_NUM","LATITUD_NUM","LONGITUD_NUM","SEGMENTO_MAESTRO_DESC","LID_UBICACION_TIENDA","DATASET","direccion","codigo_postal","estado","X","min_mes","max_mes","min","max","prom","desvstd","skewness","kurtosis","q1","q10","q25","q50","q75","q90","q99","Meta_venta","ratio","exito"
125,1,"BC","Hogar",141.9,10,6,25.69017,-100.25164,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Michelin, Avenida Miguel Alemán, Libertad, Guadalupe, Nuevo León, 67138, México",67138,"Nuevo León",124,202301,202412,531171.23,1829657.4,1474221.52428571,283700.039822783,-2.04762332739117,5.6204604235182,624592.108,1298140.06,1444278.92,1514228.24,1640864.1,1715926.95,1815307.52,490000,3.00861535568513,1
279,1,"C","Hogar",104.2,13,12,25.67484,-100.24412,"Hogar Reunión","UT_DENSIDAD","TRAIN","La Hacienda, Guadalupe, Nuevo León, 67150, México",67150,"Nuevo León",278,202301,202412,577987.42,1819712.9,1141309.02619048,269473.97426877,0.482466990329467,1.20713501399142,629335.754,883973.44,961466.62,1119267.67,1289419.05,1443077.81,1763917.888,490000,2.32920209426628,1
127,1,"BC","Hogar",132,12,5,25.66474,-100.20913,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Oxxo, Álamo, Valles de la Silla, Guadalupe, Nuevo León, 67180, México",67180,"Nuevo León",126,202301,202412,404174.72,1125818.96,881887.748095238,157430.949320794,-1.25210228070617,3.11769002606837,466222.246,737429.65,805227.26,897313.81,976667.69,1027476.81,1118596.366,490000,1.79977091448008,1
706,1,"C","Hogar",120.87,13,0,25.73785,-100.20217,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle José Ovalle, Apodaca, Nuevo León, 66634, México",66634,"Nuevo León",705,202301,202412,307225.88,1062495.26,827266.594285714,191097.99757731,-1.27852512740587,1.56931472632684,343749.994,578880.15,792091.37,855077.49,952828.66,1026384.79,1057831.01,490000,1.68829917201166,1
129,1,"BC","Base",83.99,13,10,25.6808,-100.24372,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Oxxo, Avenida Azteca, Azteca, Guadalupe, Nuevo León, 67150, México",67150,"Nuevo León",128,202301,202412,463138.41,1181310.78,844267.040476191,143598.322333111,-0.2588908006694,2.21103741729595,511866.312,738899.26,769297.33,840218.83,947689.14,964159.23,1145066.762,480000,1.75888966765873,1
268,1,"C","Base",121.2,13,9,25.69481,-100.23052,"Clásico","UT_GAS_URBANA","TRAIN","Oxxo, Avenida General Lázaro Cárdenas, 18 de Marzo, Guadalupe, Nuevo León, 67138, México",67138,"Nuevo León",267,202301,202412,682016.67,1769852.41,1343805.59666667,266479.289131026,-0.730276962010746,0.522975329846925,734549.41,947146.23,1225733.05,1327472.34,1559868.94,1578897.13,1750247.666,480000,2.79959499305556,1
131,1,"BC","Hogar",99.65,12,8,25.64911,-100.26649,"Clásico","UT_DENSIDAD","TRAIN","Oxxo, Calle Escritores Mexicanos, Contry Sol, Guadalupe, Nuevo León, 64850, México",64850,"Nuevo León",130,202301,202412,456584.8,1120093.14,863832.078095238,137468.392660501,-1.12649473174269,2.94480908288192,502980.99,720038.62,796889.39,878700.79,959570.27,981244.73,1093724.278,490000,1.76292260835763,1
716,1,"C","Hogar",121.21,13,0,25.7105,-100.21547,"Hogar Reunión","UT_DENSIDAD","TRAIN","De la Hacienda, Paseo de San Miguel, Guadalupe, Nuevo León, 67110, México",67110,"Nuevo León",715,202301,202412,606607.24,1569914.84,1178213.27904762,209665.903366084,-0.921132645943147,1.81171226624254,659518.246,904818.85,1113227.33,1221951.96,1284919.82,1381182.51,1540271.612,490000,2.40451689601555,1
722,1,"C","Base",118.3,13,0,25.69569,-100.24609,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN","Bilbao, Valles de Linda Vista, Guadalupe, Nuevo León, 67138, México",67138,"Nuevo León",721,202301,202412,454117.29,1470762.2,1155877.16238095,197123.705809455,-2.20480797257171,7.92476823456926,565117.9,1036595.03,1078466.65,1159521.11,1257312.35,1309492.92,1441030.944,480000,2.40807742162698,1
726,1,"C","Hogar",113.96,13,0,25.72278,-100.15421,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Mondrian, Misión Real, Apodaca, Nuevo León, 66648, México",66648,"Nuevo León",725,202301,202412,234601.42,1389648.56,969842.824761905,294435.553759648,-1.03417078350667,1.04942581059712,261140.71,643484.06,878644.72,1042801.06,1132860.65,1260173.77,1381774.012,490000,1.97927107094266,1
135,1,"BC","Hogar",124.5,12,7,25.69272,-100.25433,"Clásico","UT_DENSIDAD","TRAIN","Oxxo, Avenida Linda Vista, Linda Vista, Guadalupe, Nuevo León, 67138, México",67138,"Nuevo León",134,202301,202412,814467.45,2165785.66,1799266.05142857,266623.199255146,-2.48145769768946,9.60234235204315,974649.128,1649680.56,1753847.17,1823089.09,1881304.95,2016453,2165060.018,490000,3.6719715335277,1
663,1,"C","Base",115.76,13,0,25.71882,-100.16863,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Gaspar Castaño, Apodaca, Nuevo León, 66648, México",66648,"Nuevo León",662,202301,202412,231515.31,583215.02,442602.903333333,86314.1116732761,-0.566245079928664,0.498250680870024,246981.472,339111.97,398432.03,451979.2,497559.37,527427.99,581736.924,480000,0.922089381944445,0
639,1,"C","Hogar",113.85,13,0,25.71143,-100.15224,"Hogar Reunión","UT_DENSIDAD","TRAIN","Calle Hacienda La Escondida, Hacienda Las Margaritas, Apodaca, Nuevo León, 66647, México",66647,"Nuevo León",638,202301,202412,552195.13,1415168,1106255.61619048,215234.511999767,-1.14650737965371,1.10493600883198,587564.864,756694.37,1023712.68,1176198.04,1240077.84,1301505.95,1402559.48,490000,2.25766452283771,1
642,1,"C","Receso",88.39,13,0,25.70438,-100.22197,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","José Manuel, Guadalupe, Nuevo León, 67110, México",67110,"Nuevo León",641,202301,202412,345811.34,728688.63,593718.947142857,93187.3652066779,-0.771092565043323,0.938895550032135,371332.654,508544.59,536369.73,592086.38,663156.89,706155.44,725707.38,516000,1.15061811461794,1
299,1,"C","Hogar",94,10,9,25.68426,-100.21374,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Oxxo, Avenida Adolfo López Mateos, Guadalupe, Nuevo León, 67118, México",67118,"Nuevo León",298,202301,202412,362947.87,1105959.95,881021.732380952,166164.081775219,-1.44626789938764,3.70573344289429,425156.284,745592.84,835812.28,904957.63,961718.81,1065754.89,1104651.57,490000,1.79800353547133,1
298,1,"C","Peatonal",103.3,13,5,25.67933,-100.24593,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","Avenida Benito Juárez, Guerra, Guadalupe, Nuevo León, 67150, México",67150,"Nuevo León",297,202301,202412,496853.03,1539033.53,942234.233809524,241673.747429388,0.524355673474786,0.67838678561204,523605.932,650420.04,787502.8,943863.71,1069616.88,1227505.27,1490377.876,420000,2.24341484240363,1
644,1,"C","Base",105.69,13,0,25.7036,-100.15854,"Hogar Reunión","UT_TRAFICO_PEATONAL","TRAIN","Terminal Valle Soleado, Calle Magallanes, Privadas de San Miguel, Guadalupe, Nuevo León, 66647, México",66647,"Nuevo León",643,202301,202412,228133.03,865282.4,602058.426666667,139718.993865504,-0.384080408876747,1.92742897701738,271643.844,479357.58,539166,606727.4,670894.23,749501.38,864557.588,480000,1.25428838888889,1
296,1,"C","Hogar",86,13,5,25.66105,-100.25257,"Clásico","UT_GAS_URBANA","TRAIN","Oxxo, Bosques del Valle, Bosques de la Pastora, Guadalupe, Nuevo León, 67176, México",67176,"Nuevo León",295,202301,202412,639718.08,1549094.81,1286958.86714286,180506.160115298,-2.33774390489573,8.13990591690327,734343.196,1164227.12,1236952.04,1314359.25,1391910.85,1439540.17,1527637.5,490000,2.62644666763848,1
652,1,"C","Base",113.23,14,0,25.65635,-100.26234,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN","Alfredo Bernando Nóbel, Contry Sol, Guadalupe, Nuevo León, 67174, México",67174,"Nuevo León",651,202301,202412,419073.21,944494.99,762431.619047619,108041.114782707,-1.405671866361,4.30896823647638,467849.192,663046.91,708575,766904.37,825390.25,884228.12,932828.634,480000,1.58839920634921,1
653,1,"C","Hogar",112.09,13,0,25.69885,-100.12075,"Clásico","UT_DENSIDAD","TRAIN","Fatima, Apodaca, Nuevo León, 66670, México",66670,"Nuevo León",652,202301,202412,287065.93,1009293.21,697016.464761905,182411.328952681,-0.528800574058665,0.764832597544391,291937.754,585378.51,626077.61,691690.46,814486.81,891292.51,1002999.336,490000,1.42248258114674,1
292,1,"C","Hogar",114,13,11,25.72188,-100.20232,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Oxxo, Avenida Acapulco, Los Cristales, Guadalupe, Nuevo León, 67112, México",67112,"Nuevo León",291,202301,202412,520276.33,1718084.42,1375956.98142857,251615.122397673,-1.94421511471862,6.09118510543252,643441.186,1171295.6,1309211.57,1406907.85,1481765,1631401.56,1701309.08,490000,2.80807547230321,1
291,1,"C","Hogar",108.91,13,10,25.68419,-100.24388,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Apache, Azteca, Guadalupe, Nuevo León, 67138, México",67138,"Nuevo León",290,202301,202412,602663.23,1540683.33,1310242.55380952,204856.165781972,-2.00946909271758,6.54130863869328,713175.25,1180697.6,1228814.8,1302572.06,1457661.03,1511570.06,1539714.982,490000,2.67396439552964,1
731,1,"C","Base",117.97,15,0,25.67493,-100.20706,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Aarón Sáenz, Nuevo San Sebastian, Guadalupe, Nuevo León, 67188, México",67188,"Nuevo León",730,202301,202412,417115.66,1062647.31,804187.017619048,157389.433631074,-0.560036670481048,0.460372382489864,450856.084,588060.16,716862.12,799936.46,941287.31,982689.94,1051660.546,480000,1.67538962003968,1
289,1,"C","Hogar",114.04,13,9,25.70314,-100.23122,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Oxxo, Avenida Tauro, La Purisima, Guadalupe, Nuevo León, 67129, México",67129,"Nuevo León",288,202301,202412,350858.68,910668.05,701430.583809524,128236.976129845,-1.24549049405691,1.83335410385369,376808.334,511363.34,680255.64,725293.82,786527.07,799529.65,890473.192,490000,1.43149098736638,1
288,1,"D","Base",104,13,11,25.67442,-100.20493,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Avenida San Sebastián, San Sebastián, Guadalupe, Nuevo León, 67188, México",67188,"Nuevo León",287,202301,202412,402114.42,988856.41,827004.651428571,135572.957559885,-1.54875777288188,3.63151015777044,456585.03,682277.48,768049.39,865952.3,933536.34,964047.05,985115.648,480000,1.72292635714286,1
667,1,"C","Hogar",122.19,13,0,25.73719,-100.15527,"Hogar Reunión","UT_DENSIDAD","TRAIN","Apodaca, Nuevo León, 66644, México",66644,"Nuevo León",666,202301,202412,532986.46,1453105.47,980900.478095238,219639.080615253,-0.00335143818392295,0.0718839558263822,554136.848,755031.73,841822.68,963033.53,1130361.7,1190777.05,1418365.74,490000,2.00183771039845,1
668,1,"C","Hogar",93.08,13,0,25.72812,-100.18563,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Concepción del Oro, Cañada Blanca, Guadalupe, Nuevo León, 66634, México",66634,"Nuevo León",667,202301,202412,159705.05,1179090.61,957173.125714286,261857.980453791,-2.43310666888533,5.5702949070464,182179.016,856424.73,952899.71,1029880.24,1085264.29,1124525.24,1177298.522,490000,1.95341454227405,1
285,1,"A","Hogar",130.46,13,7,25.64192,-100.26826,"Clásico","UT_DENSIDAD","TRAIN","Oxxo, Calle Muralistas, Contry La Silla, Monterrey, Guadalupe, Nuevo León, 64850, México",64850,"Nuevo León",284,202301,202412,990245.16,2426458.27,2078949.05285714,302667.957584499,-2.44439024171054,8.1416682408878,1149818.27,1844247.46,1997866.26,2170196.18,2223420.75,2330597.85,2415153.312,490000,4.24275316909621,1
671,1,"C","Base",114.21,13,0,25.67863,-100.26725,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","202, Calle José María Arteaga, Esmeralda, Guadalupe, Nuevo León, 67140, México",67140,"Nuevo León",670,202301,202412,501526.27,1293021.27,1072566.29809524,161381.340375672,-2.15281182898006,7.57266648639902,594343.93,975500.34,1021910.22,1083098.23,1175480.59,1221027.89,1285771.776,480000,2.23451312103175,1
674,1,"C","Hogar",114.34,13,0,25.69528,-100.20643,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Circunvalación, Nuevo San Rafael, Guadalupe, Nuevo León, 67118, México",67118,"Nuevo León",673,202301,202412,455921.11,1278277.73,979873.238095238,218766.374797854,-0.693646375069446,-0.000690684286906773,499935.234,697894.48,908895.32,970986.89,1174246.35,1226968.57,1270749.318,490000,1.99974130223518,1
281,1,"BC","Hogar",121.54,13,8,25.69659,-100.25507,"Hogar Reunión","UT_DENSIDAD","TRAIN","Vista Boulevard, Linda Vista, Guadalupe, Nuevo León, 67138, México",67138,"Nuevo León",280,202301,202412,858253.79,2255244.04,1781733.51380952,278617.091150968,-1.77479233360692,5.50190208982655,979815.88,1516148.59,1706166.25,1870504.36,1923095.04,1953779.1,2217558.006,490000,3.63619084450923,1
677,1,"C","Hogar",110.81,13,0,25.68325,-100.23067,"Parada Técnica","UT_DENSIDAD","TRAIN","Puebla, Ignacio Zaragoza, Guadalupe, Nuevo León, 67150, México",67150,"Nuevo León",676,202301,202412,216088.8,718189.73,544402.785714286,113987.009240927,-1.36955725197036,2.97475783095969,236159.548,458162.04,521578.22,559223.24,589998.22,647627.42,715697.262,490000,1.11102609329446,1
834,1,"C","Hogar",101.33,13,0,25.70647,-100.22508,"Hogar Reunión","UT_DENSIDAD","TRAIN","Tritón, Nueva Linda Vista, Guadalupe, Nuevo León, 67129, México",67129,"Nuevo León",832,202309,202412,66216.42,838838.1,570505.648461538,188594.842973819,-1.52980615920479,3.92229269523167,106819.2384,428985.25,532584.1,567156.02,676786.65,735125.844,827173.2888,490000,1.16429724175824,1
792,1,"C","Peatonal",87.25,0,0,25.67762,-100.25978,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN","207, Calle Miguel Hidalgo y Costilla, Centro, Guadalupe, Nuevo León, 64590, México",64590,"Nuevo León",790,202301,202412,329962.3,973377.69,694875.571904762,184111.728103531,-0.326245542234625,-0.58360593547331,336014.208,473698.99,617326.61,663282.02,860000.2,932411.37,965207.846,420000,1.65446564739229,1
164,1,"CD","Base",18.72,12,9,25.73369,-100.19908,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Oxxo, Ignacio Sepúlveda, Apodaca, Nuevo León, 66478, México",66478,"Nuevo León",163,202301,202412,470030.16,1346803.16,1038173.84047619,198807.996588713,-1.1530131844397,2.08730788886157,527886.682,801930.78,963891.96,1083007.94,1137818.57,1231798.36,1331143.282,480000,2.16286216765873,1
231,1,"CD","Hogar",116.5,13,9,25.70295,-100.25852,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Oxxo, Adolfo Duclós Salinas, Industria del Hierro, Guadalupe, Nuevo León, 66491, México",66491,"Nuevo León",230,202301,202412,529670.05,1492958.36,1138031.18333333,192062.727599667,-1.23383599650822,4.50796624439793,617067.082,992838.78,1077145.43,1132037.86,1200157.6,1314809.94,1474157.974,490000,2.32251261904762,1
823,1,"C","Hogar",108.66,0,0,25.66404,-100.23363,"Hogar Reunión","UT_DENSIDAD","TRAIN","San Luis Potosí, Vivienda Popular, Guadalupe, Nuevo León, 67160, México",67160,"Nuevo León",821,202306,202412,103314.02,990380.3,702649.719375,208408.719406173,-1.57356124157406,3.98006404443592,153753.8285,532892.325,640027.185,717485.91,799037.585,921433.57,980912.6015,490000,1.43397901913265,1
824,1,"C","Hogar",97.92,0,0,25.7371,-100.16613,"Hogar Reunión","UT_DENSIDAD","TRAIN","Desierto de Sonora, Balcones de Huinalá, Apodaca, Nuevo León, 66648, México",66648,"Nuevo León",822,202308,202412,4840.31,861361.84,532329.760714286,198261.790082445,-1.0763723367827,3.56763599248281,60880.2862,439650.097,462937.0475,528999.955,581024.5175,749662.087,847589.5633,490000,1.08638726676385,1
182,1,"BC","Hogar",111.9,13,5,25.68312,-100.2139,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Adolfo López Mateos, Guadalupe, Nuevo León, 67118, México",67118,"Nuevo León",181,202301,202412,745706.06,1964283.27,1535507.80095238,240704.658172459,-1.6285046239187,5.32192507825129,850718.48,1305149.99,1468720.68,1559194.58,1679773.83,1766949.2,1926635.866,490000,3.13368938969874,1
223,1,"BC","Hogar",128.96,12,9,25.66976,-100.23605,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Avenida Pablo Livas, Las Villas, Guadalupe, Nuevo León, 67160, México",67160,"Nuevo León",222,202301,202412,665925.45,1687451.32,1347746.96619048,217266.153038393,-1.35983389884429,3.83433159349174,768383.85,1183228.78,1199669.96,1348829.05,1501455.42,1572076.89,1669640.448,490000,2.75050401263363,1
828,1,"C","Hogar",0,0,0,25.6678,-100.2209,"Hogar Reunión","UT_DENSIDAD","TRAIN","Amapola, Parques de Guadalupe, Guadalupe, Nuevo León, 67180, México",67180,"Nuevo León",826,202311,202412,3394.06,689848.6,481181.35,201553.279705583,-1.35131536494127,2.29352630067581,32538.415,294837.61,430002.6,490142.52,650972.285,668212.33,687684.973,490000,0.982002755102041,0
832,1,"C","Hogar",66.04,0,0,25.66925,-100.237,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida las Villas, Las Villas, Guadalupe, Nuevo León, 67160, México",67160,"Nuevo León",830,202311,202412,4935.17,727463.24,451285.709090909,200935.028656272,-0.985631688449089,1.33089036684396,29946.909,255052.56,379006.78,464648.19,583451.855,633020.31,718018.947,490000,0.920991243042672,0
245,1,"D","Hogar",116,10,8,25.73065,-100.18657,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Calle Antiguo Camino a Huinalá, Apodaca, Nuevo León, 66634, México",66634,"Nuevo León",244,202301,202412,360371.68,1128227.81,879354.341904762,193914.681552712,-1.70008155402043,3.15401296349309,365650.282,733354.14,851129.86,894860.67,1008837.71,1057763.04,1115986.01,490000,1.79460069776482,1
188,1,"BC","Receso",95.3,13,7,25.68763,-100.24615,"Parada Técnica","UT_GAS_URBANA","TRAIN","Oxxo, Avenida Doctor Ignacio Morones Prieto, Guadalupe, Nuevo León, 67138, México",67138,"Nuevo León",187,202301,202412,409548.09,980799.18,770365.384761905,131285.852225065,-0.766743735313845,1.5960422261815,448322.128,627576.58,707358.98,761501.81,863161.38,928678.25,974924.24,516000,1.4929561720192,1
191,1,"CD","Receso",131.5,11,0,25.69273,-100.24576,"Clásico","UT_GAS_URBANA","TRAIN","7-Eleven, Avenida Las Américas, Valles de Linda Vista, Guadalupe, Nuevo León, 67138, México",67138,"Nuevo León",190,202301,202412,248865.6,635120.72,454438.053809524,99400.0364485527,-0.216697989697697,-0.3385703587512,259803.332,311954.49,393661.72,455684.45,528163.48,557001.54,627543.186,516000,0.880693902731635,0
847,1,"C","Hogar",100.4,13,0,25.71567,-100.1601,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Hacienda Las Margaritas, Apodaca, Nuevo León, 66647, México",66647,"Nuevo León",845,202311,202412,6002.45,437080.42,250339.039090909,131171.623474863,-0.275800768898059,-0.428359875359748,17922.005,125198,167741.7,251427.08,353091.715,397860.96,433158.474,490000,0.510895998144712,0
193,1,"CD","Hogar",95.54,10,9,25.73871,-100.18913,"Hogar Reunión","UT_DENSIDAD","TRAIN","Oxxo, Avenida Héctor Caballero, Corporación Mitsuba de México S.A. de C.V., Apodaca, Nuevo León, 66634, México",66634,"Nuevo León",192,202301,202412,432039.79,1243117.03,971142.138571429,223754.880285647,-1.17704402373393,0.793224496317766,447808.548,623971.18,882415.45,1026018.34,1123384.68,1196006.21,1234358.106,490000,1.98192273177843,1
212,1,"CD","Base",134.24,12,10,25.69344,-100.1831,"Parada Técnica","UT_CARRETERA_GAS","TRAIN","Oxxo, Boulevard Miguel de la Madrid, Guadalupe, Nuevo León, 67116, México",67116,"Nuevo León",211,202301,202412,775998.98,2189172.29,1731331.8152381,332857.154277064,-1.20205622158123,2.20977685293799,860475.742,1389001.33,1579896.11,1749751.14,1948704.07,2056155.09,2184792.766,480000,3.60694128174603,1
211,1,"C","Hogar",127.62,12,11,25.74447,-100.17476,"Hogar Reunión","UT_DENSIDAD","TRAIN","Comida Coreana, Baja California, Apodaca, Nuevo León, 66645, México",66645,"Nuevo León",210,202301,202412,571933.74,1613240.09,1260740.01380952,231816.39792976,-1.44047929532004,3.34392551870846,622117.196,1052269.42,1200881.03,1283294.06,1380661.56,1473371.35,1605646.172,490000,2.57293880369291,1
199,1,"CD","Base",113,11,11,25.72332,-100.19058,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN","Oxxo, Avenida Acapulco, Guadalupe, Nuevo León, 67112, México",67112,"Nuevo León",198,202301,202412,1597.44,986916.19,656658.954285714,232616.249564599,-1.6005118953399,2.63780750515466,34245.078,366706.48,617943.8,730392.76,799921.33,807685.82,962532.122,480000,1.36803948809524,1
873,1,"C","Receso",58.12,0,0,25.69741,-100.13975,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN","Calle Valle De Los Nardos, Parque Industrial FINSA Guadalupe-Aeropuerto, Guadalupe, Nuevo León, 66647, México",66647,"Nuevo León",869,202403,202412,10186.6,266343.39,183363.58,98857.8432816712,-1.16327068986328,-0.0658425107027014,14651.023,54830.83,133972.51,239905.73,249582.16,258936.492,265602.7002,516000,0.355355775193798,0
254,1,"C","Hogar",113,12,7,25.66872,-100.2344,"Hogar Reunión","UT_GAS_URBANA","TRAIN","Oxxo, Avenida Pablo Livas, Las Villas, Guadalupe, Nuevo León, 67160, México",67160,"Nuevo León",253,202301,202412,446202.92,1290966.31,952636.946666667,155938.962190258,-1.27554511957294,5.67732917814978,521544.188,838723.96,893880.72,948859.58,1029660.87,1086364.6,1253100.324,490000,1.94415703401361,1
735,1,"C","Hogar",83.57,12,0,25.71611,-100.18296,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida Mixcoac, Mixcoac, Guadalupe, Nuevo León, 67112, México",67112,"Nuevo León",734,202301,202412,520175.19,1664251.08,1263278.9647619,251851.530254302,-1.19935790634018,2.56272659425653,602689.402,1037147.82,1129627.76,1286422.82,1451850.77,1502517.1,1636339.77,490000,2.57812033624879,1
746,1,"C","Hogar",104.1,15,0,25.6867,-100.19352,"Hogar Reunión","UT_DENSIDAD","TRAIN","Avenida General Plutarco Elías Calles, Guadalupe, Nuevo León, 67169, México",67169,"Nuevo León",745,202301,202412,302475.48,862592.17,659437.328095238,121256.221846881,-1.18083074880618,2.62782506552393,345133.554,518204.23,610532.88,679961.75,731338.59,764829.4,847937.6,490000,1.34579046550049,1
