,TIENDA_ID,min_mes,max_mes,min,max,prom,desvstd,skewness,kurtosis,q1,q10,q25,q50,q75,q90,q99,ENTORNO_DES,Meta_venta,ratio
23,24,202301,202412,329683.24,798602.88,649247.2876190476,108618.89790476882,-1.285181432488533,2.3941285025331536,363762.352,544685.85,591039.15,674051.5,724207.61,748635.5,793893.2100000001,Receso,516000,1.2582311775562938
24,25,202301,202412,45072.36,1784095.73,1087750.1142857142,404273.59799461655,-1.0515185064180403,1.5289709713849748,103421.248,448823.15,1001548.24,1154108.52,1298720.99,1466948.58,1737791.162,Base,480000,2.2661460714285715
25,26,202301,202412,384449.92,1023398.56,830562.8614285714,133642.7907149321,-1.7241759072837373,5.59947004728715,447108.002,740907.48,769781.52,842229.94,885999.73,964856.4,1019835.226,Base,480000,1.730339294642857
26,27,202301,202412,7584.45,997394.62,722374.2423809523,265044.4497889538,-1.9569638432897607,3.250218045116687,15955.442000000003,369499.25,738667.82,786335.16,867693.02,921238.04,985749.5260000001,Base,480000,1.5049463382936508
27,28,202301,202412,434895.62,1121121.85,911120.5809523809,150398.69490022134,-1.5355648031339388,4.034463450319491,495102.25,763483.62,839917.06,938696.52,1013319.73,1060314.13,1116671.436,Hogar,490000,1.8594297570456753
28,29,202301,202412,26.9,878187.46,601288.0985714286,240802.15604708635,-1.2757567668045076,0.9927968075701199,19603.036000000004,294367.48,505384.77,672423.26,778436.79,817007.81,867840.046,Receso,516000,1.1652870127353268
30,31,202301,202412,75072.33,1764218.17,1331902.5371428572,466802.12635258056,-1.9115199277124362,2.9368781691285117,99019.186,618198.66,1325925.07,1491090.56,1573869.79,1686875.76,1756498.1639999999,Hogar,490000,2.7181684431486883
31,32,202301,202412,283191.87,897799.23,649194.0780952381,122603.46804053466,-1.0917371361707884,3.410856714268833,325299.904,528360.7,604900.48,677765.1,698543.8,756546.03,871200.204,Hogar,490000,1.3248858736637512
32,33,202301,202412,122297.05,1787332.01,1302902.4209523809,433549.13278400764,-1.91410737911089,3.073375275695462,148558.03399999999,642202.9,1286754.33,1429517.1,1562754.87,1585752.85,1759894.1760000002,Base,480000,2.7143800436507934
33,34,202301,202412,521632.16,1289043.35,1041071.1609523809,177836.99000354,-1.2093450036190734,2.328147455965152,578896.58,830522.27,969090.24,1053099.68,1190658.95,1214105.72,1278574.8360000001,Base,480000,2.168898251984127
34,35,202301,202412,18099.17,1259831.07,752889.8557142857,325429.4873072325,-0.8529469023908217,0.7217406065552612,28173.264,274510.19,672938.52,789970.63,982740.51,1040310.58,1253678.618,Receso,516000,1.4590888676633444
35,36,202301,202412,554099.15,1509912.56,1209474.77,208664.74271558365,-1.547046081522951,3.7639553413315014,639739.1460000001,987016.47,1134595.47,1252051.82,1335980.47,1397902.73,1490270.9400000002,Hogar,490000,2.468315857142857
36,37,202301,202412,272675.37,909818.9,624596.0538095238,123532.57702593297,-0.5221807802506234,3.2437723348799534,318012.49,528981.21,568730.13,623448.2,674291.56,764186.43,881902.4860000001,Hogar,490000,1.274685824101069
37,38,202301,202412,245778.1,1330758.41,803208.2276190476,268218.80881701043,0.412490052852625,0.033947607533091784,312534.42,612001.12,646344.99,686709.48,930324.49,1222890.3,1311827.1639999999,Receso,516000,1.5566050922849761
38,39,202301,202412,31623.12,975567.44,710317.2104761904,229742.7134336893,-1.6290337874916847,3.19910674177696,73990.448,512427.67,643368.73,747287.0,861915.31,929115.45,975199.5419999999,Receso,516000,1.3765837412329271
40,41,202301,202412,333546.5,1405913.72,968375.3533333333,263286.551199228,-0.2823857414270673,0.1514596890564155,404702.8,750878.11,793458.71,971565.9,1161275.69,1293806.93,1397527.84,Base,480000,2.0174486527777775
41,42,202301,202412,201053.9,1034696.93,754839.5233333333,229662.09562655663,-1.4855388870906043,1.5111161011733194,207784.568,347814.6,723721.13,838637.04,886666.7,940327.13,1020429.6180000001,Hogar,490000,1.5404888231292517
42,43,202301,202412,257172.12,997429.67,694824.4966666667,170742.9627807188,-0.6703618412330292,0.7101094205349869,300166.668,513236.08,579156.26,709333.65,832129.17,856684.3,969495.9440000001,Hogar,490000,1.4180091768707483
43,44,202301,202412,11586.18,1122277.57,749073.2185714286,257756.64697153465,-1.5307663928272097,2.6945040412490573,57238.686,411299.1,699150.95,810554.65,920871.04,956513.36,1098395.932,Hogar,490000,1.5287208542274051
44,45,202301,202412,308974.8,1085887.46,745453.4804761905,157068.75469431872,-0.3626398242029349,2.572144895058924,375306.632,645629.16,656782.07,736597.88,812413.81,946229.95,1061469.922,Hogar,490000,1.5213336336248784
45,46,202301,202412,400945.38,1075574.62,840362.0723809523,147267.37436217122,-1.1458839383479662,2.9858647952749213,452966.46,674463.62,784217.72,866529.21,897524.61,1008473.9,1070030.752,Hogar,490000,1.7150246375121476
46,47,202301,202412,362662.95,1103293.56,866835.0861904761,155901.94578764224,-1.5658683976340204,4.563877535967089,435471.406,748537.2,784600.57,912023.77,978190.97,1009408.87,1092158.012,Hogar,490000,1.769051196307094
47,48,202301,202412,448557.54,1548487.34,1124838.092857143,227508.72588463614,-0.7575558609338613,3.3595919036980253,545873.274,976371.4,1026005.71,1097925.08,1242179.38,1411977.29,1539893.2840000002,Hogar,490000,2.2955879446064142
48,49,202301,202412,710525.58,2150577.16,1663235.142857143,322276.15746416943,-1.1169516064928382,2.479518993355461,838034.026,1398940.73,1443239.23,1661527.5,1905448.52,1973864.96,2130034.8520000004,Receso,516000,3.223323920265781
50,51,202301,202412,182521.22,1775387.75,1283812.1595238096,412970.9620994823,-1.4503317838256535,2.0166550707650637,231797.098,621877.08,1234003.73,1340662.23,1536941.53,1759246.87,1774227.842,Base,480000,2.674608665674603
51,52,202301,202412,344322.04,1019129.01,745448.1157142858,145562.4753989883,-0.528350990492981,1.936445937589403,399707.768,624464.0,674532.15,722636.52,846679.53,923912.74,1008498.3700000001,Base,480000,1.5530169077380953
52,53,202301,202412,108562.62,1702185.77,1083884.3395,396927.84758711845,-1.0556039261623176,0.9525069077394877,164765.6175,407289.576,959688.865,1150076.855,1342430.5525,1434440.199,1662146.1389999997,Receso,516000,2.1005510455426357
53,54,202301,202412,1783.14,1242002.54,946547.29,319954.61578884855,-1.9715554104610618,3.4943456696149293,55735.716,455471.89,944879.81,1047930.27,1136930.38,1187453.76,1237254.872,Base,480000,1.9719735208333333
54,55,202301,202412,585277.51,1892206.26,1427566.8485714286,272376.0150775366,-1.37870001607067,3.6803609866583566,686038.824,1153627.24,1325507.38,1462618.9,1593403.69,1667653.54,1855124.9840000002,Base,480000,2.974097601190476
55,56,202301,202412,188214.25,729005.72,503501.550952381,114801.9019457642,-0.6781978820860847,1.7964153049152265,228670.184,395412.09,422780.61,515133.58,577364.55,627634.32,709329.78,Hogar,490000,1.027554185617104
56,57,202301,202412,339839.19,1628175.46,1027461.3666666666,289898.41783242853,-0.14938892333176507,0.5269287594090755,414208.93200000003,759020.84,826454.06,980353.08,1193576.49,1349999.08,1584433.638,Receso,516000,1.9912041989664082
57,58,202301,202412,271859.06,759224.39,601110.6738095238,115398.51049245997,-1.0059437209372453,1.9508805566472547,310450.994,476359.02,557217.05,597731.05,683389.01,739985.98,757037.4940000001,Receso,516000,1.1649431662975267
58,59,202301,202412,386768.03,1362958.51,1044043.1104761905,211856.3930958249,-1.296064719163875,3.564658350515287,475889.06200000003,893520.28,933517.78,1033813.14,1197773.59,1283563.78,1347917.9640000002,Base,480000,2.1750898134920633
60,61,202301,202412,871234.57,2094254.39,1813008.7504761904,254547.55934282628,-2.6686248720505983,9.491334079647583,1007549.916,1618793.39,1787898.95,1830015.45,1966996.97,1981372.32,2093433.288,Base,480000,3.7771015634920633
61,62,202301,202412,326507.78,1025195.06,777538.8128571429,145557.5708785738,-1.2877551662019688,3.6864410624891586,386799.63200000004,640357.75,711923.83,789617.59,855017.88,911620.0,1008189.5520000001,Base,480000,1.6198725267857144
62,63,202301,202412,634020.76,1760476.55,1381679.9333333333,251819.69450240268,-1.0441259778330547,2.7361020060704644,733613.808,1158882.84,1264611.24,1363815.99,1520922.39,1686563.49,1751061.134,Hogar,490000,2.8197549659863945
63,64,202301,202412,231280.75,720322.77,579757.7857142857,102819.6920758464,-1.8533082484697587,6.037325058211044,282301.76800000004,501065.66,542033.2,594867.73,624932.13,690299.85,717840.1900000001,Receso,516000,1.1235616002214839
64,65,202301,202412,793485.38,2247979.14,1790950.7766666668,299728.50065883924,-1.7770342445636464,5.417103454110036,936483.578,1542362.6,1678351.08,1821104.51,1969613.08,2047486.26,2215487.0560000003,Hogar,490000,3.655001585034014
65,66,202301,202412,519982.56,1516654.13,1116364.5985714286,178696.78480108018,-1.4091231966219497,6.670802474038384,614091.352,991310.64,1054397.65,1128140.32,1206057.26,1238218.13,1464058.192,Hogar,490000,2.2782950991253643
66,67,202301,202412,313206.93,961280.36,706266.0733333332,130829.26323620831,-0.9880368103077759,3.298986869539283,369267.858,602865.71,629709.22,692418.55,793394.57,826842.57,938454.2880000001,Receso,516000,1.3687327002583978
67,68,202301,202412,454861.83,1529522.5,1095406.3061904763,223907.0716977879,-0.855844179385747,2.5126658223922917,530127.224,871211.79,1005402.57,1114189.45,1215790.44,1280467.84,1504080.6300000001,Hogar,490000,2.235523073858115
68,69,202301,202412,393362.87,1249479.86,975749.4347619048,181515.16881711214,-1.499557890207259,4.51527371618768,475328.81799999997,829915.46,872819.06,993855.54,1078538.5,1122060.98,1248572.4540000001,Hogar,490000,1.9913253770651118
70,71,202301,202412,286157.39,832598.47,640629.7257142857,119397.83082677527,-1.0753399790159859,2.736517425130296,330493.19200000004,535685.1,571407.47,643077.33,742969.13,766174.9,824249.676,Base,480000,1.334645261904762
71,72,202301,202412,721070.08,1830816.6,1468563.3142857144,257130.96973294436,-1.037826953231549,2.252465838523713,812361.124,1214305.84,1353943.3,1492528.22,1674786.19,1759248.91,1825644.21,Receso,516000,2.846052934662237
72,73,202301,202412,265125.65,1050426.48,735814.7228571428,182977.60914264084,-0.4947816542303026,0.6805015891100994,327654.61600000004,581343.41,602406.71,748384.39,840977.35,960588.86,1033408.236,Base,480000,1.5329473392857142
73,74,202301,202412,4361.25,962709.36,689227.779047619,228971.94757935102,-2.036298252512358,3.907448440568016,40947.392,370821.1,721086.59,748616.27,807628.92,842872.44,940251.814,Base,480000,1.4358912063492062
74,75,202301,202412,679210.83,1757982.35,1422630.508095238,218614.74162934325,-1.8628806179817596,6.18836688062818,787387.912,1268615.15,1359430.6,1423657.24,1560011.85,1642384.68,1738736.992,Receso,516000,2.7570358684016236
75,76,202301,202412,399683.1,1022045.91,801236.2142857143,125344.5129576956,-1.4260566576013713,4.750035189978403,447174.714,751721.41,761465.56,804452.93,879560.02,945170.21,1007443.9500000001,Hogar,490000,1.635175947521866
76,77,202301,202412,436671.79,1724909.9,1247707.0423809525,312795.5978109162,-0.5818207599679162,0.676772852767169,532168.512,927643.55,1070862.8,1228253.09,1518731.8,1622861.67,1716977.452,Hogar,490000,2.5463409028182706
77,78,202301,202412,500208.7,1120182.68,855952.2804761905,146720.07038931645,-0.24226416542189774,0.4124642884726577,539400.05,716969.11,762067.49,836560.0,977388.57,1033452.9,1110243.364,Hogar,490000,1.7468413887269194
78,79,202301,202412,548827.82,1638302.07,1319139.0057142857,243891.67914600298,-1.5296955210608747,3.901076444972508,649949.74,1057076.79,1206276.62,1334829.61,1482871.18,1551966.23,1633455.946,Base,480000,2.7482062619047616
80,81,202301,202412,433681.76,1486384.38,1117702.9804761906,266233.0975932439,-0.6599282816275739,0.5485004021610478,503268.326,800357.38,962602.98,1067935.49,1324389.95,1428003.29,1483371.6139999998,Hogar,490000,2.281026490767736
81,82,202301,202412,680742.33,1812313.81,1360663.4219047618,264812.11318954313,-0.6676530714787947,0.6972428802617157,752714.784,1046396.57,1244818.64,1319109.52,1571250.17,1645751.04,1779767.512,Base,480000,2.834715462301587
82,83,202301,202412,521028.04,1315939.99,1044917.529047619,170756.44088127647,-1.3975427684679647,3.3311905384653158,587941.742,874386.48,960199.01,1087610.63,1147208.55,1203081.55,1296567.224,Hogar,490000,2.132484753158406
83,84,202301,202412,635904.04,1742901.17,1442520.92,234793.69837125446,-2.069993132748372,6.35438677727652,753838.838,1258580.06,1321570.37,1517894.59,1571277.03,1678361.49,1730862.412,Hogar,490000,2.943920244897959
84,85,202301,202412,310839.31,835415.47,668727.8223809523,119396.29539152938,-1.2320818909036642,2.754933358055189,356235.89,559575.48,601338.79,699067.17,748298.67,788847.38,833075.874,Receso,516000,1.2959841519010704
85,86,202301,202412,773163.28,1946167.2,1549884.4204761903,247292.65686587922,-1.4199024602538255,4.135483257082782,864598.566,1329592.18,1459339.35,1613692.25,1669900.58,1748234.77,1940491.9579999999,Hogar,490000,3.1630294295432453
86,87,202301,202412,825774.6,2793796.07,2106664.5785714285,430854.75555803784,-1.037268555127322,2.6879991288225704,1007063.262,1755842.66,1871988.93,2077838.65,2382464.61,2593132.38,2758594.2399999998,Receso,516000,4.082683291805094
87,88,202301,202412,618907.09,1706393.41,1424662.080952381,227943.609890229,-2.218766731087975,7.465854053599763,743316.742,1263321.08,1360672.43,1446255.98,1552584.13,1647310.96,1699207.436,Receso,516000,2.7609730251015137
88,89,202301,202412,401761.45,1049415.44,779513.3504761904,145735.8096787843,-0.576520503804403,1.0303380054287241,441495.614,611912.75,711436.55,790143.73,863812.54,942220.72,1031618.346,Hogar,490000,1.5908435724003887
90,91,202301,202412,513721.77,1355298.35,1130622.9914285715,202692.58864221117,-1.3614914781365284,3.01234798948745,590520.0480000001,907859.91,1047539.28,1153331.65,1321850.45,1340773.15,1354614.712,Hogar,490000,2.3073938600583093
91,92,202301,202412,673454.51,1984430.04,1656305.8585714286,282477.34246809286,-2.1051064670463737,6.808892059706357,824579.994,1450117.09,1541307.19,1687969.03,1823506.85,1934008.14,1976239.348,Receso,516000,3.2098950747508304
92,93,202301,202412,260294.17,1003134.76,683714.37,189529.75054994467,0.21277707663072987,0.2645486449445462,305113.668,525301.36,578110.09,635781.45,770845.97,989972.94,1002966.976,Receso,516000,1.3250278488372094
93,94,202301,202412,586674.86,1702959.63,1254293.2942857142,289148.4462701224,-0.2676605935137631,-0.1613813926586598,650825.8319999999,917283.33,1080369.34,1198188.92,1461495.85,1660267.85,1696123.4579999999,Hogar,490000,2.5597822332361515
94,95,202301,202412,491270.26,1430731.42,1150385.648095238,204899.81480320625,-1.5600724569206985,4.511579144876929,579399.446,970007.93,1075018.12,1201163.12,1251469.55,1405751.55,1428921.226,Hogar,490000,2.3477258124392613
95,96,202301,202412,674748.34,1859769.38,1413159.9776190477,245624.49263524872,-1.1024864452497003,3.1765368263659686,770473.96,1189716.62,1282488.79,1447203.95,1562386.25,1638499.77,1832818.634,Base,480000,2.9440832867063493
96,97,202301,202412,450470.41,1052551.87,908734.2,133756.40622276807,-1.9893650143308705,6.237253807701469,520833.24,803134.36,863061.08,920069.51,998804.1,1047773.02,1051657.4340000001,Hogar,490000,1.8545595918367346
97,98,202301,202412,520866.16,1951083.62,1408475.7828571429,363790.8008251951,-0.48187506660846086,-0.05794134128678463,626039.6919999999,1070669.25,1119933.52,1414927.5,1707311.47,1817985.44,1935965.4360000002,Receso,516000,2.7296042303433
98,99,202301,202412,497531.96,1490299.43,1145037.55,226994.29048568927,-0.9164431676885277,1.8732611817009075,586641.622,948664.23,1007718.55,1158100.55,1328242.22,1418943.32,1476580.014,Hogar,490000,2.3368113265306123
100,101,202301,202412,414155.47,1506778.44,1191753.337142857,240090.3992696356,-1.887760862296745,5.0914161042755595,483030.898,1079816.96,1168635.87,1210933.61,1303074.96,1435204.81,1499306.846,Hogar,490000,2.4321496676384835
101,102,202301,202412,531351.14,1424412.55,1208911.3223809523,185032.29762247278,-2.5342699858432716,8.939035516972458,637746.298,1094994.8,1154693.85,1246453.02,1314558.75,1373494.23,1415700.702,Hogar,490000,2.46716596404276
102,103,202301,202412,400542.55,1374942.79,986792.0390476191,196027.68359148226,-0.949904340939064,3.614198027599731,471506.698,782014.72,924924.3,1040530.51,1048227.81,1139943.79,1359621.804,Hogar,490000,2.0138613041788145
103,104,202301,202412,174859.82,728046.94,463176.22,153331.6108477956,-0.3835285093762915,-0.8436714787012591,186258.188,260256.18,307493.72,492904.67,573165.25,625083.24,710573.8620000001,Hogar,490000,0.9452575918367346
104,105,202301,202412,570209.23,1613630.98,1310410.7061904762,221082.32652784523,-1.8952474129027497,5.556713678363863,672926.078,1095605.83,1251918.3,1325375.06,1428432.31,1514105.11,1596632.506,Hogar,490000,2.674307563654033
105,106,202301,202412,791363.21,2203118.47,1876432.8790476192,305198.0464335315,-2.3190459256648155,7.653923427793412,954460.492,1629768.4,1798565.83,1948506.48,2035530.37,2185790.31,2201566.836,Hogar,490000,3.8294548551992227
106,107,202301,202412,639689.15,1892172.64,1410243.611904762,258059.61736901183,-1.116230502558495,3.0327359783156367,736785.334,1164702.84,1293001.99,1409473.57,1564681.88,1635049.72,1842537.1300000001,Hogar,490000,2.8780481875607387
107,108,202301,202412,456070.48,1151007.72,898394.5647619048,141218.96223667625,-1.281251180395909,4.094332744560523,515460.632,774344.75,832208.34,904006.49,959448.96,1044040.12,1133415.492,Base,480000,1.8716553432539682
108,109,202301,202412,317332.86,883359.98,653980.9476190476,115051.1196429986,-0.8038700702417176,3.051738108844836,360157.042,550405.15,605941.63,645055.7,722465.02,759247.8,871330.17,Hogar,490000,1.3346549951409135
110,111,202301,202412,239272.73,837739.02,652195.9471428571,126559.078597638,-1.5491285155458092,4.9868655558872526,294838.126,558189.75,616019.63,651576.22,687726.5,806591.66,831597.878,Base,480000,1.358741556547619
111,112,202301,202412,422608.72,1398214.64,1081824.6328571427,214193.0073366544,-1.2531769057808675,3.3358486607317057,517686.27999999997,925144.71,950925.26,1097023.68,1212164.94,1305964.16,1388649.6199999999,Base,480000,2.2538013184523806
112,113,202301,202412,16037.02,1790135.2,1357646.6095,389473.69678277354,-2.4358234123463784,7.373965688992673,151329.8488,1114844.692,1316768.9475,1424479.3199999998,1565353.9225,1655200.2630000003,1785663.9984,Hogar,490000,2.7707073663265307
113,114,202301,202412,601664.25,1566131.62,1148640.3838095237,210549.53717965557,-0.36043687175054967,1.2670669460201602,672327.868,971803.69,1023721.29,1160961.97,1284742.01,1339559.84,1548639.8080000002,Base,480000,2.393000799603174
114,115,202301,202412,531998.88,1503526.84,1084974.3533333335,234037.61555634157,-0.419451494720209,0.410596063551977,569698.556,807342.81,1001087.88,1090170.6,1188999.92,1368858.29,1477342.1060000001,Receso,516000,2.102663475452197
115,116,202301,202412,598053.32,1576359.41,1207641.504761905,203401.51911824642,-1.2827491416631156,3.1274597485939704,663625.47,1025352.29,1106628.93,1260181.81,1335039.31,1363775.52,1537839.952,Hogar,490000,2.4645744995140917
116,117,202301,202412,39231.98,679071.26,454438.2657142857,168750.41583118238,-1.0583640647479795,0.9387209524044828,53023.12,240896.39,401300.5,481266.44,549538.79,636046.93,675997.454,Base,480000,0.9467463869047619
117,118,202301,202412,414720.69,1126974.95,921268.5995238095,153722.93326582987,-1.7721383130719672,5.108610424665201,483369.124,758112.22,873520.0,942106.81,1026303.89,1073075.41,1119877.306,Hogar,490000,1.8801399990281826
118,119,202301,202412,733660.6,1898642.95,1508856.5676190476,227146.66756119687,-1.9400059478500045,6.506225048164147,840113.9839999999,1275201.78,1468195.22,1531348.26,1632919.08,1689274.05,1857871.182,Hogar,490000,3.079299117589893
120,121,202301,202412,371993.71,1055414.56,782218.8561904762,140663.69106948742,-1.0291757811811917,2.96923913731224,411765.802,651144.89,738364.84,795314.16,864068.45,928573.08,1031392.2220000002,Hogar,490000,1.5963650126336248
121,122,202301,202412,506950.56,1361235.95,1129841.9576190475,184921.5129792006,-1.8744011711339634,5.723639049651178,593967.9,970858.87,1084237.5,1108520.29,1267891.76,1315130.92,1353403.106,Base,480000,2.353837411706349
122,123,202301,202412,759743.68,2276754.35,1839316.59,319484.35601480753,-1.8872839703891438,5.8234813134316035,916222.676,1632359.13,1686996.21,1877880.7,2070020.73,2142111.24,2252268.242,Hogar,490000,3.7537073265306122
123,124,202301,202412,411656.01,1528083.97,1139527.9661904762,263035.24574234104,-0.7965007781633603,1.364338366402444,511503.458,924225.92,956051.09,1088296.6,1337421.83,1401735.42,1520286.18,Base,480000,2.3740165962301587
124,125,202301,202412,531171.23,1829657.4,1474221.5242857141,283700.0398227833,-2.047623327391171,5.620460423518198,624592.108,1298140.06,1444278.92,1514228.24,1640864.1,1715926.95,1815307.52,Hogar,490000,3.008615355685131
125,126,202301,202412,78331.04,1180529.27,897943.4614285715,314048.5418995665,-1.7572810440854538,2.643747953824937,83900.116,555932.89,775114.25,984454.29,1096866.62,1150093.19,1179621.792,Hogar,490000,1.8325376763848398
126,127,202301,202412,404174.72,1125818.96,881887.7480952381,157430.94932079432,-1.2521022807061706,3.1176900260683733,466222.246,737429.65,805227.26,897313.81,976667.69,1027476.81,1118596.366,Hogar,490000,1.7997709144800778
127,128,202301,202412,413648.74,1055322.46,849078.8633333333,139719.95692937396,-1.3366214523433813,3.8116905070476066,469156.752,716001.88,797752.39,844964.91,913650.02,1015173.05,1053864.594,Base,480000,1.768914298611111
128,129,202301,202412,463138.41,1181310.78,844267.0404761905,143598.3223331112,-0.2588908006694004,2.211037417295945,511866.312,738899.26,769297.33,840218.83,947689.14,964159.23,1145066.762,Base,480000,1.7588896676587302
130,131,202301,202412,456584.8,1120093.14,863832.0780952381,137468.3926605007,-1.1264947317426919,2.944809082881919,502980.99,720038.62,796889.39,878700.79,959570.27,981244.73,1093724.278,Hogar,490000,1.7629226083576288
131,132,202301,202412,913018.95,2352669.21,1963788.2576190478,304894.0030119374,-2.0232490356156787,6.601413013798535,1064179.544,1675669.77,1892693.08,2004820.72,2117296.47,2304263.98,2347915.92,Hogar,490000,4.007731137998056
132,133,202301,202412,545702.71,1354445.17,1076292.5723809523,161088.11335794034,-1.7940625065254765,5.526558648928058,603468.4,947127.36,1047967.42,1098379.64,1148611.4,1213994.26,1329493.35,Receso,516000,2.085838318567737
133,134,202301,202412,741465.77,1870517.56,1542578.8338095238,239443.95515686512,-1.9721161414595167,5.63005086785706,840662.306,1278882.47,1514580.1,1551386.06,1690594.58,1716489.23,1854740.7680000002,Receso,516000,2.9894938639719455
134,135,202301,202412,814467.45,2165785.66,1799266.0514285713,266623.19925514626,-2.4814576976894585,9.602342352043154,974649.128,1649680.56,1753847.17,1823089.09,1881304.95,2016453.0,2165060.018,Hogar,490000,3.671971533527697
135,136,202301,202412,861825.4,2206582.35,1858299.3066666666,287407.27972238645,-2.1395512748111654,6.689604549657371,1005628.544,1591838.38,1794979.46,1895994.43,2025058.73,2121195.61,2191485.674,Hogar,490000,3.79244756462585
136,137,202301,202412,415357.91,1361080.06,936609.320952381,208951.29665724395,-0.33003814357863925,1.0266314166086166,461335.54,758652.61,816726.35,924259.25,1064745.01,1202677.9,1329812.522,Hogar,490000,1.9114475937803694
